approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,markup,1,10,sequential,V,10,10,1,10,11,20,5.587676048278809,400.28397035598755,177.82475638389587,0.24,0.28205128205128205,0.22,0.24719101123595508,0.33,17
PyGenProg,markup,1,10,sequential,V,30,30,1,10,11,60,5.948390960693359,461.6602370738983,121.73008322715759,0.24,0.28205128205128205,0.22,0.24719101123595508,0.33,17
PyGenProg,markup,1,10,sequential,V,50,50,1,10,11,100,5.546227693557739,477.151492357254,139.84623074531555,0.24,0.28205128205128205,0.22,0.24719101123595508,0.33,17
PyGenProg,markup,1,1,sequential,C,5,5,0,0,10,10,3.5591185092926025,317.5817959308624,63.02251601219177,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,1,1,sequential,C,10,10,0,0,20,20,3.29738450050354,266.6821463108063,52.99670743942261,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,1,1,sequential,C,30,30,0,0,60,60,2.582531690597534,385.0796859264374,68.8835301399231,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,1,1,sequential,C,50,50,0,0,100,100,3.109874963760376,326.4196319580078,58.03338932991028,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,1,10,sequential,C,5,5,0,0,10,10,2.91811203956604,411.73528361320496,71.86544466018677,0.5818181818181818,,,,,7
PyGenProg,markup,1,10,sequential,C,10,10,0,0,20,20,3.2471327781677246,434.5871834754944,98.35275912284851,0.5818181818181818,,,,,8
PyGenProg,markup,1,10,sequential,C,30,30,0,0,60,60,2.8241002559661865,472.6668713092804,75.27901864051819,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,1
PyGenProg,markup,1,10,sequential,C,50,50,0,0,100,100,2.729426622390747,607.2889959812164,55.74701118469238,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,2,1,sequential,B,0,0,1,10,11,11,2.889549970626831,279.05865693092346,99.94518709182739,0.37272727272727274,0.4186046511627907,0.36,0.38709677419354843,0.43,6
PyGenProg,markup,2,10,sequential,B,0,0,1,10,11,11,2.939429998397827,341.0305302143097,65.25769019126892,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,1
PyGenProg,markup,2,1,sequential,F,5,5,1,10,10,11,6.164119005203247,211.73098468780518,90.55055403709412,0.37272727272727274,0.4186046511627907,0.36,0.38709677419354843,0.43,10
PyGenProg,markup,2,1,sequential,F,10,10,1,10,20,11,7.154662609100342,257.81240725517273,119.53171038627625,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,17
PyGenProg,markup,2,1,sequential,F,30,30,1,10,60,11,10.636885404586792,305.00888419151306,144.68593859672546,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,23
PyGenProg,markup,2,1,sequential,F,50,50,1,10,100,11,14.401325225830078,324.83283257484436,157.3873884677887,0.37272727272727274,0.4186046511627907,0.36,0.38709677419354843,0.43,24
PyGenProg,markup,2,10,sequential,F,5,5,1,10,10,11,5.872687816619873,411.13296937942505,127.06646966934204,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,14
PyGenProg,markup,2,10,sequential,F,10,10,1,10,20,11,6.272053480148315,545.2532653808594,121.41154026985168,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,14
PyGenProg,markup,2,10,sequential,F,30,30,1,10,60,11,9.008481979370117,603.325829744339,193.40931844711304,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,14
PyGenProg,markup,2,10,sequential,F,50,50,1,10,100,11,7.034560441970825,470.396461725235,171.68773674964905,0.5818181818181818,1.0,0.54,0.7012987012987013,0.77,14
